"region","contents","quarter","09332: Transfers of holiday properties with building, free market sale, by region, contents and quarter"
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2007K3",1233
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2007K4",1372
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2008K1",2375
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2008K2",1463
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2008K3",1372
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2008K4",1472
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2009K1",1563
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2009K2",1648
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2009K3",1515
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2009K4",1306
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2010K1",1401
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2010K2",1770
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2010K3",1437
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2010K4",1650
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2011K1",1603
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2011K2",1763
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2011K3",1351
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2011K4",1678
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2012K1",1589
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2012K2",1770
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2012K3",1995
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2012K4",1429
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2013K1",1623
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2013K2",1344
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2013K3",1623
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2013K4",1442
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2014K1",1442
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2014K2",1410
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2014K3",1584
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2014K4",1519
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2015K1",1705
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2015K2",1664
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2015K3",1496
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2015K4",1504
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2016K1",1532
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2016K2",1862
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2016K3",1550
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2016K4",1814
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2017K1",1706
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2017K2",1651
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2017K3",1856
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2017K4",1422
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2018K1",1688
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2018K2",1953
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2018K3",1989
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2018K4",1936
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2019K1",1433
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2019K2",1776
"11 Rogaland","Purchase price, transfer of lease (NOK 1 000)","2019K3",1764
"12 Hordaland","Transfers, total","2000K1",117
"12 Hordaland","Transfers, total","2000K2",183
"12 Hordaland","Transfers, total","2000K3",248
"12 Hordaland","Transfers, total","2000K4",183
"12 Hordaland","Transfers, total","2001K1",110
"12 Hordaland","Transfers, total","2001K2",200
"12 Hordaland","Transfers, total","2001K3",248
"12 Hordaland","Transfers, total","2001K4",179
"12 Hordaland","Transfers, total","2002K1",119
"12 Hordaland","Transfers, total","2002K2",216
"12 Hordaland","Transfers, total","2002K3",210
"12 Hordaland","Transfers, total","2002K4",202
"12 Hordaland","Transfers, total","2003K1",116
"12 Hordaland","Transfers, total","2003K2",221
"12 Hordaland","Transfers, total","2003K3",253
"12 Hordaland","Transfers, total","2003K4",256
"12 Hordaland","Transfers, total","2004K1",149
"12 Hordaland","Transfers, total","2004K2",224
"12 Hordaland","Transfers, total","2004K3",298
"12 Hordaland","Transfers, total","2004K4",288
"12 Hordaland","Transfers, total","2005K1",158
"12 Hordaland","Transfers, total","2005K2",222
"12 Hordaland","Transfers, total","2005K3",290
"12 Hordaland","Transfers, total","2005K4",298
"12 Hordaland","Transfers, total","2006K1",188
"12 Hordaland","Transfers, total","2006K2",206
"12 Hordaland","Transfers, total","2006K3",279
"12 Hordaland","Transfers, total","2006K4",255
"12 Hordaland","Transfers, total","2007K1",206
"12 Hordaland","Transfers, total","2007K2",230
"12 Hordaland","Transfers, total","2007K3",318
"12 Hordaland","Transfers, total","2007K4",289
"12 Hordaland","Transfers, total","2008K1",207
"12 Hordaland","Transfers, total","2008K2",240
"12 Hordaland","Transfers, total","2008K3",237
"12 Hordaland","Transfers, total","2008K4",241
"12 Hordaland","Transfers, total","2009K1",172
"12 Hordaland","Transfers, total","2009K2",218
"12 Hordaland","Transfers, total","2009K3",263
"12 Hordaland","Transfers, total","2009K4",217
"12 Hordaland","Transfers, total","2010K1",150
"12 Hordaland","Transfers, total","2010K2",192
"12 Hordaland","Transfers, total","2010K3",285
"12 Hordaland","Transfers, total","2010K4",276
"12 Hordaland","Transfers, total","2011K1",181
"12 Hordaland","Transfers, total","2011K2",220
"12 Hordaland","Transfers, total","2011K3",285
"12 Hordaland","Transfers, total","2011K4",262
"12 Hordaland","Transfers, total","2012K1",177
"12 Hordaland","Transfers, total","2012K2",221
"12 Hordaland","Transfers, total","2012K3",316
"12 Hordaland","Transfers, total","2012K4",279
"12 Hordaland","Transfers, total","2013K1",194
"12 Hordaland","Transfers, total","2013K2",230
"12 Hordaland","Transfers, total","2013K3",251
"12 Hordaland","Transfers, total","2013K4",256
"12 Hordaland","Transfers, total","2014K1",195
"12 Hordaland","Transfers, total","2014K2",270
"12 Hordaland","Transfers, total","2014K3",261
"12 Hordaland","Transfers, total","2014K4",265
"12 Hordaland","Transfers, total","2015K1",211
"12 Hordaland","Transfers, total","2015K2",203
"12 Hordaland","Transfers, total","2015K3",289
"12 Hordaland","Transfers, total","2015K4",297
"12 Hordaland","Transfers, total","2016K1",220
"12 Hordaland","Transfers, total","2016K2",262
"12 Hordaland","Transfers, total","2016K3",364
"12 Hordaland","Transfers, total","2016K4",286
"12 Hordaland","Transfers, total","2017K1",173
"12 Hordaland","Transfers, total","2017K2",287
"12 Hordaland","Transfers, total","2017K3",248
"12 Hordaland","Transfers, total","2017K4",294
"12 Hordaland","Transfers, total","2018K1",170
"12 Hordaland","Transfers, total","2018K2",299
"12 Hordaland","Transfers, total","2018K3",320
"12 Hordaland","Transfers, total","2018K4",264
"12 Hordaland","Transfers, total","2019K1",189
"12 Hordaland","Transfers, total","2019K2",303
"12 Hordaland","Transfers, total","2019K3",299
"12 Hordaland","Total purchase price (NOK million)","2000K1",46
"12 Hordaland","Total purchase price (NOK million)","2000K2",67
"12 Hordaland","Total purchase price (NOK million)","2000K3",97
"12 Hordaland","Total purchase price (NOK million)","2000K4",62
"12 Hordaland","Total purchase price (NOK million)","2001K1",46
"12 Hordaland","Total purchase price (NOK million)","2001K2",90
"12 Hordaland","Total purchase price (NOK million)","2001K3",136
"12 Hordaland","Total purchase price (NOK million)","2001K4",95
"12 Hordaland","Total purchase price (NOK million)","2002K1",69
"12 Hordaland","Total purchase price (NOK million)","2002K2",110
"12 Hordaland","Total purchase price (NOK million)","2002K3",99
"12 Hordaland","Total purchase price (NOK million)","2002K4",117
"12 Hordaland","Total purchase price (NOK million)","2003K1",64
"12 Hordaland","Total purchase price (NOK million)","2003K2",131
"12 Hordaland","Total purchase price (NOK million)","2003K3",147
"12 Hordaland","Total purchase price (NOK million)","2003K4",157
"12 Hordaland","Total purchase price (NOK million)","2004K1",90
"12 Hordaland","Total purchase price (NOK million)","2004K2",158
"12 Hordaland","Total purchase price (NOK million)","2004K3",226
"12 Hordaland","Total purchase price (NOK million)","2004K4",193
"12 Hordaland","Total purchase price (NOK million)","2005K1",105
"12 Hordaland","Total purchase price (NOK million)","2005K2",159
"12 Hordaland","Total purchase price (NOK million)","2005K3",249
"12 Hordaland","Total purchase price (NOK million)","2005K4",221
"12 Hordaland","Total purchase price (NOK million)","2006K1",171
"12 Hordaland","Total purchase price (NOK million)","2006K2",201
"12 Hordaland","Total purchase price (NOK million)","2006K3",266
"12 Hordaland","Total purchase price (NOK million)","2006K4",226
"12 Hordaland","Total purchase price (NOK million)","2007K1",223
"12 Hordaland","Total purchase price (NOK million)","2007K2",283
"12 Hordaland","Total purchase price (NOK million)","2007K3",375
"12 Hordaland","Total purchase price (NOK million)","2007K4",323
"12 Hordaland","Total purchase price (NOK million)","2008K1",275
"12 Hordaland","Total purchase price (NOK million)","2008K2",326
"12 Hordaland","Total purchase price (NOK million)","2008K3",273
"12 Hordaland","Total purchase price (NOK million)","2008K4",311
"12 Hordaland","Total purchase price (NOK million)","2009K1",227
"12 Hordaland","Total purchase price (NOK million)","2009K2",305
"12 Hordaland","Total purchase price (NOK million)","2009K3",352
"12 Hordaland","Total purchase price (NOK million)","2009K4",276
"12 Hordaland","Total purchase price (NOK million)","2010K1",235
"12 Hordaland","Total purchase price (NOK million)","2010K2",258
"12 Hordaland","Total purchase price (NOK million)","2010K3",344
"12 Hordaland","Total purchase price (NOK million)","2010K4",363
"12 Hordaland","Total purchase price (NOK million)","2011K1",243
"12 Hordaland","Total purchase price (NOK million)","2011K2",332
"12 Hordaland","Total purchase price (NOK million)","2011K3",395
"12 Hordaland","Total purchase price (NOK million)","2011K4",339
"12 Hordaland","Total purchase price (NOK million)","2012K1",284
"12 Hordaland","Total purchase price (NOK million)","2012K2",340
"12 Hordaland","Total purchase price (NOK million)","2012K3",445
"12 Hordaland","Total purchase price (NOK million)","2012K4",393
"12 Hordaland","Total purchase price (NOK million)","2013K1",297
"12 Hordaland","Total purchase price (NOK million)","2013K2",354
"12 Hordaland","Total purchase price (NOK million)","2013K3",360
"12 Hordaland","Total purchase price (NOK million)","2013K4",404
"12 Hordaland","Total purchase price (NOK million)","2014K1",321
"12 Hordaland","Total purchase price (NOK million)","2014K2",442
"12 Hordaland","Total purchase price (NOK million)","2014K3",427
"12 Hordaland","Total purchase price (NOK million)","2014K4",421
"12 Hordaland","Total purchase price (NOK million)","2015K1",354
"12 Hordaland","Total purchase price (NOK million)","2015K2",349
"12 Hordaland","Total purchase price (NOK million)","2015K3",496
"12 Hordaland","Total purchase price (NOK million)","2015K4",485
"12 Hordaland","Total purchase price (NOK million)","2016K1",401
"12 Hordaland","Total purchase price (NOK million)","2016K2",468
"12 Hordaland","Total purchase price (NOK million)","2016K3",523
"12 Hordaland","Total purchase price (NOK million)","2016K4",481
"12 Hordaland","Total purchase price (NOK million)","2017K1",274
"12 Hordaland","Total purchase price (NOK million)","2017K2",552
"12 Hordaland","Total purchase price (NOK million)","2017K3",446
"12 Hordaland","Total purchase price (NOK million)","2017K4",530
"12 Hordaland","Total purchase price (NOK million)","2018K1",313
"12 Hordaland","Total purchase price (NOK million)","2018K2",670
"12 Hordaland","Total purchase price (NOK million)","2018K3",636
"12 Hordaland","Total purchase price (NOK million)","2018K4",516
"12 Hordaland","Total purchase price (NOK million)","2019K1",355
"12 Hordaland","Total purchase price (NOK million)","2019K2",660
"12 Hordaland","Total purchase price (NOK million)","2019K3",582
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2000K1",394
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2000K2",366
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2000K3",391
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2000K4",338
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2001K1",417
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2001K2",449
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2001K3",548
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2001K4",530
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2002K1",579
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2002K2",510
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2002K3",470
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2002K4",580
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2003K1",551
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2003K2",595
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2003K3",581
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2003K4",613
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2004K1",602
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2004K2",703
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2004K3",758
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2004K4",670
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2005K1",665
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2005K2",715
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2005K3",859
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2005K4",740
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2006K1",910
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2006K2",976
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2006K3",953
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2006K4",887
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2007K1",1084
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2007K2",1229
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2007K3",1179
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2007K4",1117
"12 Hordaland","Purchase price per transfer (NOK 1 000)","2008K1",1326
